Date,Station,Transect,Survey_type,Lat,Long,filename
5/27/2010,CKN1,NA,Transect,3227182,299767,Transect_data_Nov_2012_bp.csv
7/12/2011,CKN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CKN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CKN1,NA,Transect,3227182,299767,Transect_data_Nov_2012_bp.csv
8/8/2010,CKN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/8/2010,CKN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/17/2012,CKN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/17/2012,CKN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/27/2010,CKN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CKN2,NA,Transect,3226660,299777,Transect_data_Nov_2012_bp.csv
7/12/2011,CKN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CKN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CKN2,NA,Transect,3226660,299777,Transect_data_Nov_2012_bp.csv
8/8/2010,CKN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/8/2010,CKN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CKN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CKN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/27/2010,CKN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CKN3,NA,Transect,3227068,299555,Transect_data_Nov_2012_bp.csv
7/12/2011,CKN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CKN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CKN3,NA,Transect,3227068,299555,Transect_data_Nov_2012_bp.csv
8/8/2010,CKN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/8/2010,CKN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
NA,CKNB,NA,Grub,29.15781,83.05475,Grub_locations.csv
10/16/2012,CKO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CKO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/27/2010,CKO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
12/8/2010,CKO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/27/2010,CKO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CKO1,NA,Transect,3226099,298326,Transect_data_Nov_2012_bp.csv
7/12/2011,CKO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CKO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CKO1,NA,Transect,3226099,298326,Transect_data_Nov_2012_bp.csv
8/8/2010,CKO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/8/2010,CKO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CKO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CKO2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/27/2010,CKO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CKO2,NA,Transect,3225980,298351,Transect_data_Nov_2012_bp.csv
7/12/2011,CKO2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CKO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CKO2,NA,Transect,3225980,298351,Transect_data_Nov_2012_bp.csv
8/8/2010,CKO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/8/2010,CKO2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CKO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CKO3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/27/2010,CKO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CKO3,NA,Transect,3226055,298392,Transect_data_Nov_2012_bp.csv
7/12/2011,CKO3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CKO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CKO3,NA,Transect,3226055,298392,Transect_data_Nov_2012_bp.csv
8/8/2010,CKO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/8/2010,CKO3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
NA,CKOA,NA,Grub,29.14634,83.07288,Grub_locations.csv
10/16/2012,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRI1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRI1,NA,Transect,3228724,306778,Transect_data_Nov_2012_bp.csv
12/6/2010,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRI1,NA,Transect,3228724,306778,Transect_data_Nov_2012_bp.csv
5/24/2010,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/24/2010,CRI1,NA,Transect,3228724,306778,Transect_data_Nov_2012_bp.csv
7/12/2011,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRI1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CRI1,NA,Transect,3228724,306778,Transect_data_Nov_2012_bp.csv
8/5/2010,CRI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRI1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRI2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRI2,NA,Transect,3228814,306883,Transect_data_Nov_2012_bp.csv
12/6/2010,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRI2,NA,Transect,3228814,306883,Transect_data_Nov_2012_bp.csv
5/27/2010,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CRI2,NA,Transect,3228814,306883,Transect_data_Nov_2012_bp.csv
7/12/2011,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRI2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/6/2010,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/6/2010,CRI2,NA,Transect,3228814,306883,Transect_data_Nov_2012_bp.csv
8/5/2010,CRI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRI2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRI3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRI3,NA,Transect,3228950,306723,Transect_data_Nov_2012_bp.csv
12/6/2010,CRI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRI3,NA,Transect,3228950,306723,Transect_data_Nov_2012_bp.csv
5/27/2010,CRI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/27/2010,CRI3,NA,Transect,3228950,306723,Transect_data_Nov_2012_bp.csv
7/12/2011,CRI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRI3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CRI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CRI3,NA,Transect,3228950,306723,Transect_data_Nov_2012_bp.csv
8/5/2010,CRI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRI3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRN1,NA,Transect,3227868,306120,Transect_data_Nov_2012_bp.csv
12/6/2010,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRN1,NA,Transect,3227868,306120,Transect_data_Nov_2012_bp.csv
5/23/2010,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/23/2010,CRN1,NA,Transect,3227868,306120,Transect_data_Nov_2012_bp.csv
7/12/2011,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CRN1,NA,Transect,3227868,306120,Transect_data_Nov_2012_bp.csv
8/5/2010,CRN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRN2,NA,Transect,3227983,306158,Transect_data_Nov_2012_bp.csv
12/6/2010,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRN2,NA,Transect,3227983,306158,Transect_data_Nov_2012_bp.csv
5/24/2010,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/24/2010,CRN2,NA,Transect,3227983,306158,Transect_data_Nov_2012_bp.csv
7/12/2011,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/9/2010,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/9/2010,CRN2,NA,Transect,3227983,306158,Transect_data_Nov_2012_bp.csv
8/5/2010,CRN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRN3,NA,Transect,3228017,306646,Transect_data_Nov_2012_bp.csv
12/6/2010,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRN3,NA,Transect,3228017,306646,Transect_data_Nov_2012_bp.csv
5/24/2010,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/24/2010,CRN3,NA,Transect,3228017,306646,Transect_data_Nov_2012_bp.csv
7/10/2010,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/10/2010,CRN3,NA,Transect,3228017,306646,Transect_data_Nov_2012_bp.csv
7/12/2011,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
8/5/2010,CRN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRO1,NA,Transect,3226913,305951,Transect_data_Nov_2012_bp.csv
12/6/2010,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRO1,NA,Transect,3226913,305951,Transect_data_Nov_2012_bp.csv
5/24/2010,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/24/2010,CRO1,NA,Transect,3226913,305951,Transect_data_Nov_2012_bp.csv
7/12/2011,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/6/2010,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/6/2010,CRO1,NA,Transect,3226913,305951,Transect_data_Nov_2012_bp.csv
8/5/2010,CRO1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRO1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRO2,NA,Transect,3227123,305837,Transect_data_Nov_2012_bp.csv
12/6/2010,CRO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRO2,NA,Transect,3227123,305837,Transect_data_Nov_2012_bp.csv
5/24/2010,CRO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/24/2010,CRO2,NA,Transect,3227123,305837,Transect_data_Nov_2012_bp.csv
8/5/2010,CRO2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRO2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRO3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/25/2010,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/25/2010,CRO3,NA,Transect,3226866,306388,Transect_data_Nov_2012_bp.csv
12/6/2010,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/6/2010,CRO3,NA,Transect,3226866,306388,Transect_data_Nov_2012_bp.csv
5/24/2010,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/24/2010,CRO3,NA,Transect,3226866,306388,Transect_data_Nov_2012_bp.csv
7/12/2011,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRO3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/6/2010,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/6/2010,CRO3,NA,Transect,3226866,306388,Transect_data_Nov_2012_bp.csv
8/5/2010,CRO3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/5/2010,CRO3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/16/2012,CRO4,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/16/2012,CRO4,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/12/2011,CRO4,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/12/2011,CRO4,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/6/2010,CRO4,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/6/2010,CRO4,NA,Transect,3227137,305815,Transect_data_Nov_2012_bp.csv
2/16/2018,GCI11,NA,Quadrat,29.24259,83.06994,OysterData_16Feb2018_Quadrat_final.csv
2/16/2018,GCI12,NA,Quadrat,29.24257,83.07008,OysterData_16Feb2018_Quadrat_final.csv
2/16/2018,GCI13,NA,Quadrat,29.24259,83.0701,OysterData_16Feb2018_Quadrat_final.csv
2/16/2018,GCI21,NA,Quadrat,29.24368,83.07024,OysterData_16Feb2018_Quadrat_final.csv
2/16/2018,GCI22,NA,Quadrat,29.24376,83.07023,OysterData_16Feb2018_Quadrat_final.csv
2/16/2018,GCI23,NA,Quadrat,29.24381,83.07036,OysterData_16Feb2018_Quadrat_final.csv
10/27/2010,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/27/2010,HBI1,NA,Transect,3257040,284203,Transect_data_Nov_2012_bp.csv
11/14/2012,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
11/14/2012,HBI1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
12/8/2010,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/8/2010,HBI1,NA,Transect,3257040,284203,Transect_data_Nov_2012_bp.csv
5/25/2010,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBI1,NA,Transect,3257040,284203,Transect_data_Nov_2012_bp.csv
7/11/2011,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBI1,NA,Transect,3257040,284203,Transect_data_Nov_2012_bp.csv
8/6/2010,HBI1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/6/2010,HBI1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/27/2010,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/27/2010,HBI2,NA,Transect,3256430,285242,Transect_data_Nov_2012_bp.csv
11/14/2012,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
11/14/2012,HBI2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
12/8/2010,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/8/2010,HBI2,NA,Transect,3256430,285242,Transect_data_Nov_2012_bp.csv
5/25/2010,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBI2,NA,Transect,3256430,285242,Transect_data_Nov_2012_bp.csv
7/11/2011,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/11/2011,HBI2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/7/2010,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBI2,NA,Transect,3256430,285242,Transect_data_Nov_2012_bp.csv
8/6/2010,HBI2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/6/2010,HBI2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/27/2010,HBI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/27/2010,HBI3,NA,Transect,3256766,284067,Transect_data_Nov_2012_bp.csv
11/14/2012,HBI3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
12/8/2010,HBI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/8/2010,HBI3,NA,Transect,3256902,284311,Transect_data_Nov_2012_bp.csv
5/25/2010,HBI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBI3,NA,Transect,3256902,284311,Transect_data_Nov_2012_bp.csv
7/11/2011,HBI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/11/2011,HBI3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/7/2010,HBI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBI3,NA,Transect,3256902,284311,Transect_data_Nov_2012_bp.csv
8/6/2010,HBI3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/6/2010,HBI3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/25/2010,HBI4,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBI4,NA,Transect,3256766,284067,Transect_data_Nov_2012_bp.csv
10/27/2010,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/27/2010,HBN1,NA,Transect,3255825,284468,Transect_data_Nov_2012_bp.csv
11/14/2012,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
11/14/2012,HBN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
12/8/2010,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/8/2010,HBN1,NA,Transect,3255825,284468,Transect_data_Nov_2012_bp.csv
5/25/2010,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBN1,NA,Transect,3255825,284468,Transect_data_Nov_2012_bp.csv
7/10/2011,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBN1,NA,Transect,3255825,284468,Transect_data_Nov_2012_bp.csv
8/6/2010,HBN1,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/6/2010,HBN1,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/27/2010,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/27/2010,HBN2,NA,Transect,3256287,283586,Transect_data_Nov_2012_bp.csv
11/14/2012,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
11/14/2012,HBN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
12/8/2010,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
12/8/2010,HBN2,NA,Transect,3256287,283586,Transect_data_Nov_2012_bp.csv
5/25/2010,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBN2,NA,Transect,3256287,283586,Transect_data_Nov_2012_bp.csv
7/10/2011,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/10/2011,HBN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/7/2010,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBN2,NA,Transect,3256287,283586,Transect_data_Nov_2012_bp.csv
8/6/2010,HBN2,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
8/6/2010,HBN2,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
10/27/2010,HBN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
10/27/2010,HBN3,NA,Transect,3256270,283203,Transect_data_Nov_2012_bp.csv
11/14/2012,HBN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
11/14/2012,HBN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
5/25/2010,HBN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
5/25/2010,HBN3,NA,Transect,3256270,283203,Transect_data_Nov_2012_bp.csv
7/10/2011,HBN3,NA,Transect,NA,NA,Transect_data_Nov_2012_bp.csv
7/7/2010,HBN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
7/7/2010,HBN3,NA,Transect,3256270,283203,Transect_data_Nov_2012_bp.csv
8/6/2010,HBN3,NA,Quadrat,NA,NA,Grid_data_Nov_2012_bp.csv
