"Date","Station","Counter","Transect","Condition","Dist_Alng","Dist_frm","Live_Dead","Size","Count"
"4/23/2013","LCrestore2","Jenn Seavey",2,"pre",9,"0","Li1",22.2,1
"4/23/2013","LCrestore2","Jenn Seavey",2,"pre",12,"0","Li1",33,1
"4/23/2013","LCrestore2","Jenn Seavey",2,"pre",14,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",2,"pre",18,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",2,"pre",20,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",3,"pre",1,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",3,"pre",2,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",3,"pre",9,"0","Li1",22.3,1
"4/23/2013","LCrestore2","Jenn Seavey",3,"pre",14,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",3,"pre",18,"0","Li1",NA,0
"4/23/2013","LCrestore2","Jenn Seavey",3,"pre",21,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",1,"pre",5,"0","Li1",32.7,1
"4/23/2013","LCrestore3","Jenn Seavey",1,"pre",10,"0","Li1",23.6,1
"4/23/2013","LCrestore3","Jenn Seavey",1,"pre",13,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",1,"pre",15,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",1,"pre",19,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",6,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",8,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",9,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",11,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",14,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",15,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",18,"0","Li1",20.4,1
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",21,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",2,"pre",21,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",3,"pre",2,"0","Li1",41.1,1
"4/23/2013","LCrestore3","Jenn Seavey",3,"pre",4,"0","Li1",25.7,1
"4/23/2013","LCrestore3","Jenn Seavey",3,"pre",5,"0","Li1",45.2,1
"4/23/2013","LCrestore3","Jenn Seavey",3,"pre",11,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",3,"pre",16,"0","Li1",NA,0
"4/23/2013","LCrestore3","Jenn Seavey",3,"pre",17,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",0,"0","Li1",38.9,1
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",13,"0","Li1",37.1,1
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",14,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",16,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",17,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",19,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",1,"pre",20,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",0,"0","Li1",20.1,1
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",5,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",10,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",11,"0","Li1",34.5,1
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",15,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",20,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",2,"pre",21,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",3,"pre",0,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",3,"pre",5,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",3,"pre",6,"0","Li1",39.9,1
"4/23/2013","LCrestore4","Jenn Seavey",3,"pre",7,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",3,"pre",9,"0","Li1",NA,0
"4/23/2013","LCrestore4","Jenn Seavey",3,"pre",15,"0","Li1",36.3,1
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",1,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",2,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",4,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",7,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",7,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",8,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",1,"pre",19,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",1,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",2,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",7,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",13,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",17,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",19,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",3,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",8,"0","Li1",37.7,1
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",9,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",14,"0","Li1",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",20,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",5,"0","Li1",36.1,1
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",8,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",11,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",14,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",17,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",19,"0","Li1",29.6,1
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",20,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",10,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",14,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",17,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",19,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",20,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",4,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",6,"0","Li1",34.9,1
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",7,"0","Li1",18,1
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",9,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",14,"0","Li1",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",19,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",1,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",2,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",5,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",9,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",13,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",14,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",17,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",0,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",3,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",4,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",10,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",13,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",19,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",1,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",1,"0","Li1",23.1,1
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",8,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",16,"0","Li1",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",21,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",1,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",2,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",8,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",10,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",17,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",18,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",0,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",6,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",7,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",10,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",13,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",17,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",20,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",4,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",5,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",5,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",10,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",18,"0","Li1",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",21,"0","Li1",NA,0
"10/27/2014","LCO2","Nick Vitale",1,"post",11,"2.6","Li1",14.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",8,"0.4","Li1",33.3,1
"10/27/2014","LCO2","Nick Vitale",1,"post",8,"0.4","Li1",13.4,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"0.7","Li1",20.9,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"0.7","Li1",19.2,1
"10/27/2014","LCO2","Nick Vitale",1,"post",5,"0.8","Li1",19.6,1
"10/27/2014","LCO2","Nick Vitale",1,"post",5,"0.8","Li1",10.4,1
"10/27/2014","LCO2","Nick Vitale",1,"post",5,"0.8","Li1",14.9,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"1.1","Li1",30.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"1.1","Li1",27.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.1","Li1",12.7,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.1","Li1",24.4,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.3","Li1",13.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.3","Li1",15.1,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.3","Li1",35.2,1
"10/27/2014","LCO2","Nick Vitale",1,"post",17,"3.7","Li1",29.1,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"7","Li1",11.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",11,"1","Li1",23.9,1
"10/27/2014","LCO2","Nick Vitale",2,"post",0,"0.3","Li1",32.8,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"0.8","Li1",13.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"0.8","Li1",34.7,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"0.8","Li1",11.2,1
"10/27/2014","LCO2","Nick Vitale",2,"post",11,"1","Li1",43.1,1
"10/27/2014","LCO2","Nick Vitale",2,"post",14,"2","Li1",17.9,1
"10/27/2014","LCO2","Nick Vitale",2,"post",14,"2","Li1",50.7,1
"10/27/2014","LCO2","Nick Vitale",2,"post",16,"2.2","Li1",15.1,1
"10/27/2014","LCO2","Nick Vitale",2,"post",16,"2.2","Li1",7.6,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li1",14.8,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li1",23.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li1",17.9,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li1",17.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li1",11.8,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li1",13.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",18,"3","Li1",19.4,1
"10/27/2014","LCO2","Nick Vitale",2,"post",18,"3","Li1",30.1,1
"10/27/2014","LCO2","Nick Vitale",2,"post",18,"3","Li1",17.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"3.5","Li1",32.8,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.3","Li1",22.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"0.1","Li1",8.14,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"0.1","Li1",46.14,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"0.1","Li1",16.3,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.6","Li1",22.8,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.6","Li1",21.1,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.6","Li1",23.2,1
"10/27/2014","LCO2","Nick Vitale",3,"post",11,"2.1","Li1",16.5,1
"10/27/2014","LCO2","Nick Vitale",3,"post",11,"2.1","Li1",29.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",16,"2.6","Li1",29.5,1
"10/27/2014","LCO2","Nick Vitale",3,"post",18,"2.6","Li1",5.38,1
"10/27/2014","LCO2","Nick Vitale",3,"post",17,"2.8","Li1",14.7,1
"10/27/2014","LCO2","Nick Vitale",3,"post",17,"2.8","Li1",11.7,1
"10/27/2014","LCO2","Nick Vitale",3,"post",17,"2.8","Li1",23.19,1
"10/27/2014","LCO2","Nick Vitale",3,"post",12,"3.4","Li1",11.41,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li1",50.86,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li1",18.3,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li1",12.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li1",14.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",2,"40","Li1",15.85,1
"10/27/2014","LCO2","Nick Vitale",3,"post",2,"40","Li1",27.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",4,"0.1","Li1",24.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",7,"0.1","Li1",20.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",20,"0.8","Li1",21.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",20,"0.8","Li1",18.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",4,"1.1","Li1",8.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",4,"1.1","Li1",18.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",10,"1.2","Li1",12.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",7,"1.5","Li1",13.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",3,"1.6","Li1",18.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",3,"1.6","Li1",24.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",3,"1.6","Li1",6.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li1",10.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li1",28.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li1",29.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li1",1.9,1
"10/27/2014","LCO3","Nick Vitale",1,"post",14,"2","Li1",20.1,1
"10/27/2014","LCO3","Nick Vitale",1,"post",7,"2.5","Li1",12.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",18,"2.6","Li1",25.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",9,"3","Li1",23.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",8,"3.5","Li1",13.6,1
"10/27/2014","LCO3","Nick Vitale",1,"post",8,"3.5","Li1",25,1
"10/27/2014","LCO3","Nick Vitale",1,"post",8,"3.5","Li1",24.6,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li1",13.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li1",20.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li1",19.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li1",31.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"3.9","Li1",21.4,1
"10/27/2014","LCO3","Nick Vitale",2,"post",18,"0","Li1",24.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",4,"0.6","Li1",31.4,1
"10/27/2014","LCO3","Nick Vitale",2,"post",4,"0.6","Li1",11.1,1
"10/27/2014","LCO3","Nick Vitale",2,"post",15,"1.2","Li1",30.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",15,"1.2","Li1",32.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",15,"1.2","Li1",22.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",0,"2.2","Li1",18.8,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,"2.6","Li1",16.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,"2.6","Li1",20.8,1
"10/27/2014","LCO3","Nick Vitale",2,"post",9,"2.9","Li1",11.9,1
"10/27/2014","LCO3","Nick Vitale",2,"post",9,"2.9","Li1",20.7,1
"10/27/2014","LCO3","Nick Vitale",2,"post",19,"3.8","Li1",7.4,1
"10/27/2014","LCO3","Nick Vitale",2,"post",19,"3.8","Li1",11.1,1
"10/27/2014","LCO3","Nick Vitale",2,"post",19,"3.8","Li1",26.2,1
"10/27/2014","LCO3","Nick Vitale",2,"post",7,NA,"Li1",20.9,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,NA,"Li1",20.7,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,NA,"Li1",20.8,1
"10/27/2014","LCO3","Nick Vitale",2,"post",20,NA,"Li1",13.1,1
"10/27/2014","LCO3","Nick Vitale",2,"post",20,NA,"Li1",22,1
"10/27/2014","LCO3","Nick Vitale",3,"post",9,"0.6","Li1",18.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",13,"0.1","Li1",18.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",18,"0.2","Li1",14.8,1
"10/27/2014","LCO3","Nick Vitale",3,"post",10,"0.5","Li1",22.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",10,"0.5","Li1",24.8,1
"10/27/2014","LCO3","Nick Vitale",3,"post",9,"0.6","Li1",15.5,1
"10/27/2014","LCO3","Nick Vitale",3,"post",9,"0.6","Li1",24.7,1
"10/27/2014","LCO3","Nick Vitale",3,"post",16,"1.4","Li1",18.5,1
"10/27/2014","LCO3","Nick Vitale",3,"post",19,"1.8","Li1",69.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",19,"1.8","Li1",13.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",13,"2.1","Li1",28.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",11,"2.8","Li1",28.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",11,"2.8","Li1",19.7,1
"10/27/2014","LCO3","Nick Vitale",3,"post",11,"2.8","Li1",34.1,1
"10/27/2014","LCO3","Nick Vitale",3,"post",8,"3","Li1",23.6,1
"10/27/2014","LCO3","Nick Vitale",3,"post",8,"3","Li1",7.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",8,"3","Li1",23.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.2","Li1",21.6,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.2","Li1",10.1,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.4","Li1",26.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.4","Li1",26.4,1
"10/27/2014","LCO3","Nick Vitale",3,"post",5,"3.5","Li1",21.5,1
"10/27/2014","LCO3","Nick Vitale",3,"post",5,"3.5","Li1",18.7,1
"10/28/2014","LCO1","Nick Vitale",1,"post",18,"2.9","Li1",12,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"1.7","Li1",28,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"1.7","Li1",33,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"1.7","Li1",38,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li1",25,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li1",28,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li1",25,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li1",29,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li1",23,1
"10/28/2014","LCO1","Nick Vitale",1,"post",18,"2.9","Li1",27,1
"10/28/2014","LCO1","Nick Vitale",1,"post",18,"2.9","Li1",28,1
"10/28/2014","LCO1","Nick Vitale",1,"post",3,"3.6","Li1",17,1
"10/28/2014","LCO1","Nick Vitale",1,"post",3,"3.6","Li1",14,1
"10/28/2014","LCO1","Nick Vitale",1,"post",4,"3.9","Li1",44,1
"10/28/2014","LCO1","Nick Vitale",1,"post",4,"3.9","Li1",38,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li1",31,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li1",26,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li1",27,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li1",17,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li1",25,1
"10/28/2014","LCO1","Nick Vitale",2,"post",10,"1.6","Li1",27,1
"10/28/2014","LCO1","Nick Vitale",2,"post",10,"1.6","Li1",19,1
"10/28/2014","LCO1","Nick Vitale",2,"post",14,"1.7","Li1",17,1
"10/28/2014","LCO1","Nick Vitale",2,"post",14,"1.7","Li1",24,1
"10/28/2014","LCO1","Nick Vitale",2,"post",14,"1.7","Li1",16,1
"10/28/2014","LCO1","Nick Vitale",2,"post",12,"2","Li1",33,1
"10/28/2014","LCO1","Nick Vitale",2,"post",12,"2","Li1",21,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.2","Li1",38,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.2","Li1",18,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li1",23,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li1",27,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li1",22,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.6","Li1",22,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.6","Li1",18,1
"10/28/2014","LCO1","Nick Vitale",2,"post",6,"1L","Li1",22,1
