"Date","Station","Counter","Transect","Condition","Dist_Alng","Dist_frm","Live_Dead","Size","Count"
"4/24/2013","LCrestore5","Jenn Seavey",2,"pre",19,"0","Li",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",3,"0","Li",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",8,"0","Li",37.7,1
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",9,"0","Li",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",14,"0","Li",NA,0
"4/24/2013","LCrestore5","Jenn Seavey",3,"pre",20,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",5,"0","Li",36.1,1
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",8,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",11,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",14,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",17,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",19,"0","Li",29.6,1
"4/24/2013","LCrestore6","Jenn Seavey",1,"pre",20,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",10,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",14,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",17,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",19,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",2,"pre",20,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",4,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",6,"0","Li",34.9,1
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",7,"0","Li",18,1
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",9,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",14,"0","Li",NA,0
"4/24/2013","LCrestore6","Jenn Seavey",3,"pre",19,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",1,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",2,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",5,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",9,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",13,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",14,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",1,"pre",17,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",0,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",3,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",4,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",10,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",13,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",2,"pre",19,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",1,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",1,"0","Li",23.1,1
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",8,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",16,"0","Li",NA,0
"4/24/2013","LCrestore7","Jenn Seavey",3,"pre",21,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",1,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",2,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",8,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",10,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",17,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",1,"pre",18,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",0,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",6,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",7,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",10,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",13,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",17,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",2,"pre",20,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",4,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",5,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",5,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",10,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",18,"0","Li",NA,0
"4/24/2013","LCrestore8","Jenn Seavey",3,"pre",21,"0","Li",NA,0
"10/27/2014","LCO2","Nick Vitale",1,"post",11,"2.6","Li",14.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",8,"0.4","Li",33.3,1
"10/27/2014","LCO2","Nick Vitale",1,"post",8,"0.4","Li",13.4,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"0.7","Li",20.9,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"0.7","Li",19.2,1
"10/27/2014","LCO2","Nick Vitale",1,"post",5,"0.8","Li",19.6,1
"10/27/2014","LCO2","Nick Vitale",1,"post",5,"0.8","Li",10.4,1
"10/27/2014","LCO2","Nick Vitale",1,"post",5,"0.8","Li",14.9,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"1.1","Li",30.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"1.1","Li",27.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.1","Li",12.7,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.1","Li",24.4,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.3","Li",13.5,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.3","Li",15.1,1
"10/27/2014","LCO2","Nick Vitale",1,"post",10,"1.3","Li",35.2,1
"10/27/2014","LCO2","Nick Vitale",1,"post",17,"3.7","Li",29.1,1
"10/27/2014","LCO2","Nick Vitale",1,"post",1,"7","Li",11.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",11,"1","Li",23.9,1
"10/27/2014","LCO2","Nick Vitale",2,"post",0,"0.3","Li",32.8,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"0.8","Li",13.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"0.8","Li",34.7,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"0.8","Li",11.2,1
"10/27/2014","LCO2","Nick Vitale",2,"post",11,"1","Li",43.1,1
"10/27/2014","LCO2","Nick Vitale",2,"post",14,"2","Li",17.9,1
"10/27/2014","LCO2","Nick Vitale",2,"post",14,"2","Li",50.7,1
"10/27/2014","LCO2","Nick Vitale",2,"post",16,"2.2","Li",15.1,1
"10/27/2014","LCO2","Nick Vitale",2,"post",16,"2.2","Li",7.6,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li",14.8,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li",23.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li",17.9,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li",17.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li",11.8,1
"10/27/2014","LCO2","Nick Vitale",2,"post",15,"2.8","Li",13.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",18,"3","Li",19.4,1
"10/27/2014","LCO2","Nick Vitale",2,"post",18,"3","Li",30.1,1
"10/27/2014","LCO2","Nick Vitale",2,"post",18,"3","Li",17.5,1
"10/27/2014","LCO2","Nick Vitale",2,"post",3,"3.5","Li",32.8,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.3","Li",22.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"0.1","Li",8.14,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"0.1","Li",46.14,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"0.1","Li",16.3,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.6","Li",22.8,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.6","Li",21.1,1
"10/27/2014","LCO2","Nick Vitale",3,"post",1,"1.6","Li",23.2,1
"10/27/2014","LCO2","Nick Vitale",3,"post",11,"2.1","Li",16.5,1
"10/27/2014","LCO2","Nick Vitale",3,"post",11,"2.1","Li",29.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",16,"2.6","Li",29.5,1
"10/27/2014","LCO2","Nick Vitale",3,"post",18,"2.6","Li",5.38,1
"10/27/2014","LCO2","Nick Vitale",3,"post",17,"2.8","Li",14.7,1
"10/27/2014","LCO2","Nick Vitale",3,"post",17,"2.8","Li",11.7,1
"10/27/2014","LCO2","Nick Vitale",3,"post",17,"2.8","Li",23.19,1
"10/27/2014","LCO2","Nick Vitale",3,"post",12,"3.4","Li",11.41,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li",50.86,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li",18.3,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li",12.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",5,"3.8","Li",14.6,1
"10/27/2014","LCO2","Nick Vitale",3,"post",2,"40","Li",15.85,1
"10/27/2014","LCO2","Nick Vitale",3,"post",2,"40","Li",27.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",4,"0.1","Li",24.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",7,"0.1","Li",20.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",20,"0.8","Li",21.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",20,"0.8","Li",18.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",4,"1.1","Li",8.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",4,"1.1","Li",18.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",10,"1.2","Li",12.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",7,"1.5","Li",13.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",3,"1.6","Li",18.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",3,"1.6","Li",24.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",3,"1.6","Li",6.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li",10.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li",28.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li",29.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"1.9","Li",1.9,1
"10/27/2014","LCO3","Nick Vitale",1,"post",14,"2","Li",20.1,1
"10/27/2014","LCO3","Nick Vitale",1,"post",7,"2.5","Li",12.8,1
"10/27/2014","LCO3","Nick Vitale",1,"post",18,"2.6","Li",25.2,1
"10/27/2014","LCO3","Nick Vitale",1,"post",9,"3","Li",23.5,1
"10/27/2014","LCO3","Nick Vitale",1,"post",8,"3.5","Li",13.6,1
"10/27/2014","LCO3","Nick Vitale",1,"post",8,"3.5","Li",25,1
"10/27/2014","LCO3","Nick Vitale",1,"post",8,"3.5","Li",24.6,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li",13.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li",20.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li",19.7,1
"10/27/2014","LCO3","Nick Vitale",1,"post",15,"3.5","Li",31.3,1
"10/27/2014","LCO3","Nick Vitale",1,"post",11,"3.9","Li",21.4,1
"10/27/2014","LCO3","Nick Vitale",2,"post",18,"0","Li",24.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",4,"0.6","Li",31.4,1
"10/27/2014","LCO3","Nick Vitale",2,"post",4,"0.6","Li",11.1,1
"10/27/2014","LCO3","Nick Vitale",2,"post",15,"1.2","Li",30.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",15,"1.2","Li",32.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",15,"1.2","Li",22.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",0,"2.2","Li",18.8,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,"2.6","Li",16.5,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,"2.6","Li",20.8,1
"10/27/2014","LCO3","Nick Vitale",2,"post",9,"2.9","Li",11.9,1
"10/27/2014","LCO3","Nick Vitale",2,"post",9,"2.9","Li",20.7,1
"10/27/2014","LCO3","Nick Vitale",2,"post",19,"3.8","Li",7.4,1
"10/27/2014","LCO3","Nick Vitale",2,"post",19,"3.8","Li",11.1,1
"10/27/2014","LCO3","Nick Vitale",2,"post",19,"3.8","Li",26.2,1
"10/27/2014","LCO3","Nick Vitale",2,"post",7,NA,"Li",20.9,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,NA,"Li",20.7,1
"10/27/2014","LCO3","Nick Vitale",2,"post",8,NA,"Li",20.8,1
"10/27/2014","LCO3","Nick Vitale",2,"post",20,NA,"Li",13.1,1
"10/27/2014","LCO3","Nick Vitale",2,"post",20,NA,"Li",22,1
"10/27/2014","LCO3","Nick Vitale",3,"post",9,"0.6","Li",18.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",13,"0.1","Li",18.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",18,"0.2","Li",14.8,1
"10/27/2014","LCO3","Nick Vitale",3,"post",10,"0.5","Li",22.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",10,"0.5","Li",24.8,1
"10/27/2014","LCO3","Nick Vitale",3,"post",9,"0.6","Li",15.5,1
"10/27/2014","LCO3","Nick Vitale",3,"post",9,"0.6","Li",24.7,1
"10/27/2014","LCO3","Nick Vitale",3,"post",16,"1.4","Li",18.5,1
"10/27/2014","LCO3","Nick Vitale",3,"post",19,"1.8","Li",69.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",19,"1.8","Li",13.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",13,"2.1","Li",28.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",11,"2.8","Li",28.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",11,"2.8","Li",19.7,1
"10/27/2014","LCO3","Nick Vitale",3,"post",11,"2.8","Li",34.1,1
"10/27/2014","LCO3","Nick Vitale",3,"post",8,"3","Li",23.6,1
"10/27/2014","LCO3","Nick Vitale",3,"post",8,"3","Li",7.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",8,"3","Li",23.9,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.2","Li",21.6,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.2","Li",10.1,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.4","Li",26.2,1
"10/27/2014","LCO3","Nick Vitale",3,"post",17,"3.4","Li",26.4,1
"10/27/2014","LCO3","Nick Vitale",3,"post",5,"3.5","Li",21.5,1
"10/27/2014","LCO3","Nick Vitale",3,"post",5,"3.5","Li",18.7,1
"10/28/2014","LCO1","Nick Vitale",1,"post",18,"2.9","Li",12,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"1.7","Li",28,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"1.7","Li",33,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"1.7","Li",38,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li",25,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li",28,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li",25,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li",29,1
"10/28/2014","LCO1","Nick Vitale",1,"post",13,"2","Li",23,1
"10/28/2014","LCO1","Nick Vitale",1,"post",18,"2.9","Li",27,1
"10/28/2014","LCO1","Nick Vitale",1,"post",18,"2.9","Li",28,1
"10/28/2014","LCO1","Nick Vitale",1,"post",3,"3.6","Li",17,1
"10/28/2014","LCO1","Nick Vitale",1,"post",3,"3.6","Li",14,1
"10/28/2014","LCO1","Nick Vitale",1,"post",4,"3.9","Li",44,1
"10/28/2014","LCO1","Nick Vitale",1,"post",4,"3.9","Li",38,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li",31,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li",26,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li",27,1
"10/28/2014","LCO1","Nick Vitale",1,"post",10,"4","Li",17,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li",25,1
"10/28/2014","LCO1","Nick Vitale",2,"post",10,"1.6","Li",27,1
"10/28/2014","LCO1","Nick Vitale",2,"post",10,"1.6","Li",19,1
"10/28/2014","LCO1","Nick Vitale",2,"post",14,"1.7","Li",17,1
"10/28/2014","LCO1","Nick Vitale",2,"post",14,"1.7","Li",24,1
"10/28/2014","LCO1","Nick Vitale",2,"post",14,"1.7","Li",16,1
"10/28/2014","LCO1","Nick Vitale",2,"post",12,"2","Li",33,1
"10/28/2014","LCO1","Nick Vitale",2,"post",12,"2","Li",21,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.2","Li",38,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.2","Li",18,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li",23,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li",27,1
"10/28/2014","LCO1","Nick Vitale",2,"post",16,"2.5","Li",22,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.6","Li",22,1
"10/28/2014","LCO1","Nick Vitale",2,"post",5,"2.6","Li",18,1
"10/28/2014","LCO1","Nick Vitale",2,"post",6,"1L","Li",22,1
"10/28/2014","LCO1","Nick Vitale",2,"post",6,"1r","Li",18,1
"10/28/2014","LCO1","Nick Vitale",2,"post",6,"1r","Li",35,1
"10/28/2014","LCO1","Nick Vitale",2,"post",6,"1r","Li",25,1
"10/28/2014","LCO1","Nick Vitale",3,"post",5,"1.9","Li",22,1
"10/28/2014","LCO1","Nick Vitale",3,"post",11,"0.3","Li",30,1
"10/28/2014","LCO1","Nick Vitale",3,"post",11,"0.3","Li",23,1
"10/28/2014","LCO1","Nick Vitale",3,"post",11,"0.3","Li",46,1
"10/28/2014","LCO1","Nick Vitale",3,"post",5,"0.5","Li",19,1
