Date,Locality,Site,Bar,Quadrat,Station,Counter,Recorder,Quad_Lat,Quad_Long,Center_Lat,Center_Long,Rand_Coord,Rand_Dist,Quad_type,Quad_area,Quad_Depth,Live_Dead,Height,Count
2/16/2018,LC,I,2,2,LCI22,SB,CR,29.23611,83.07108,29.2361,83.07108,313,2,SURFACE,0.0625,NA,L,28,1
2/16/2018,LC,I,2,2,LCI22,SB,CR,29.23611,83.07108,29.2361,83.07108,313,2,SURFACE,0.0625,NA,L,23,1
2/16/2018,LC,I,2,2,LCI22,SB,CR,29.23611,83.07108,29.2361,83.07108,313,2,SURFACE,0.0625,NA,L,0,15
2/16/2018,LC,I,2,2,LCI22,SB,CR,29.23611,83.07108,29.2361,83.07108,313,2,SURFACE,0.0625,NA,D,0,3
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,49,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,36,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,22,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,20,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,19,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,15,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,36,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,38,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,29,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,23,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,26,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,35,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,52,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,27,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,34,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,41,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,38,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,66,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,24,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,18,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,24,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,30,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,55,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,20,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,25,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,38,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,40,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,32,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,44,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,21,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,37,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,33,1
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,L,0,23
2/16/2018,LC,I,3,1,LCI31,PF,CR,29.23681,83.06978,29.2368,83.06976,308,2,SURFACE,0.0625,NA,D,0,3
2/16/2018,LC,I,3,2,LCI32,FP,CR,29.2367,87.0698,29.2368,83.06976,223,10,SURFACE,0.0625,NA,L,0,0
2/16/2018,LC,I,3,2,LCI32,FP,CR,29.2367,83.0698,29.2368,83.06976,223,10,SURFACE,0.0625,NA,D,0,0
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,96,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,48,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,85,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,28,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,35,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,55,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,75,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,45,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,68,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,90,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,23,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,25,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,70,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,45,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,62,1
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,L,0,0
2/16/2018,LC,I,3,3,LCI33,SB,CR,29.23666,83.0697,29.2368,83.06976,209,15,SURFACE,0.0625,NA,D,0,0
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,L,33,1
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,L,48,1
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,L,28,1
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,L,42,1
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,D,26,1
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,L,0,0
2/16/2018,LC,I,3,4,LCI34,FP,CR,29.23677,83.06973,29.2368,83.06976,134,5,SURFACE,0.0625,NA,D,0,0
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,39,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,29,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,45,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,12,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,35,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,29,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,D,49,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,22,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,D,38,1
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,L,0,0
2/16/2018,LC,I,4,1,LCI41,PF,CR,29.23349,83.07058,29.23351,83.07056,218,3,SURFACE,0.0625,NA,D,0,0
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,33,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,16,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,22,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,23,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,27,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,22,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,29,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,49,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,53,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,D,26,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,52,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,50,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,51,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,59,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,39,1
2/16/2018,LC,I,4,2,LCI42,FP,CR,29.23348,83.07069,29.23351,83.07056,259,14,SURFACE,0.0625,NA,L,46,1
